TIMESTAMP,U_[R350-B],V_[R350-B],W_[R350-B],T_SONIC_[R350-B],SA_DIAG_TYPE_[R350-B],SA_DIAG_VAL_[R350-B],INC_XY_[R350-B],DATA_SIZE_[IRGA75-A],STATUS_CODE_[IRGA75-A],GA_DIAG_CODE_[IRGA75-A],AGC_[IRGA75-A],H2O_CONC_[IRGA75-A],CO2_CONC_[IRGA75-A],T_BOX_[IRGA75-A],PRESS_BOX_[IRGA75-A],COOLER_V_[IRGA75-A],DATA_SIZE_[QCL-C2],STATUS_CODE_[QCL-C2],CH4_DRY_[QCL-C2],EMPTY_1_[QCL-C2],EMPTY_2_[QCL-C2],H2O_DRY_[QCL-C2],T_CELL_[QCL-C2],PRESS_CELL_[QCL-C2],STATUS_WORD_[QCL-C2],VICI_[QCL-C2],index,U_[R350-B]_TURB,V_[R350-B]_TURB,W_[R350-B]_TURB,CH4_DRY_[QCL-C2]_TURB
00:00.700,0.012206179016447808,0.19431387955597126,-0.04589985442947597,288.33517102685124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0043404960327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00.700,0.012206179016447808,0.19431387955597126,-0.13209392072007023,0.4340496032760599
00:00.750,-0.027711051919478126,-0.09725054882437587,0.20598037946309422,288.13590742566726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.002560919545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00.750,-0.027711051919478126,-0.09725054882437587,0.11453774402157883,0.25609195450199757
00:00.800,0.2343526952389155,-0.2933434724405523,0.16310122056040072,287.7013230302256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0007707284708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00.800,0.2343526952389155,-0.2933434724405523,0.0383106129839729,0.0770728470709208
00:00.850,0.11983481555145713,0.009570966808756748,0.2940378341080755,287.8993920878181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.001983002442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00.850,0.11983481555145713,0.009570966808756748,0.3173701743942404,0.1983002442014147
00:00.900,-0.2101686820402879,0.0690841957228625,0.15468787440251583,288.59394371563974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.9989342986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00.900,-0.2101686820402879,0.0690841957228625,0.08630858238525613,-0.10657013877102936
00:00.950,0.1357344749913166,-0.08529258517512395,-0.017507675527522113,287.8940479628484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.000273862773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00.950,0.1357344749913166,-0.08529258517512395,-0.001419051340993016,0.02738627728765633
00:01.000,0.1600339288501183,0.051060238358936076,0.559162299262093,288.5169604692243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0019740326552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.000,0.1600339288501183,0.051060238358936076,0.5870223799305474,0.19740326551821102
00:01.050,0.11953526730492957,0.13069483393522205,0.3238196102267604,288.43637966373086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.9997357874247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.050,0.11953526730492957,0.13069483393522205,0.2612982667291811,-0.026421257524633368
00:01.100,0.07506631675776512,-0.17567682261582263,0.3321871945665832,288.5461807829241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0022553209515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.100,0.07506631675776512,-0.17567682261582263,0.33221763581192965,0.22553209513814199
00:01.150,0.15509527332718615,-0.10151105600125104,-0.027619245526171066,288.2827627544143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.9991971802463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.150,0.15509527332718615,-0.10151105600125104,0.045706295419134624,-0.08028197538460255
00:01.200,0.08826268464220272,0.03761567359930052,0.20747853281463882,288.31015439629545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.000276039758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.200,0.08826268464220272,0.03761567359930052,0.23339700805930783,0.027603975798294874
00:01.250,0.05787236102432441,-0.09739184159899267,0.2624549278186764,287.30446732696487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0068049039469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.250,0.05787236102432441,-0.09739184159899267,0.37573790853524697,0.6804903946785005
00:01.300,0.013415030090985387,-0.047198781413231444,0.1418221325553107,288.4394649768571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.003715250457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.300,0.013415030090985387,-0.047198781413231444,0.1342855982262452,0.3715250456985997
00:01.350,-0.10716045035915665,0.03420637134876488,0.48531271444974977,287.3941689011172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0050498169128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.350,-0.10716045035915665,0.03420637134876488,0.4501951384843642,0.5049816912751643
00:01.400,-0.1372729239876625,-0.11893827826201378,0.34340197731818395,288.77340534538484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0026775273552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.400,-0.1372729239876625,-0.11893827826201378,0.26512888340413365,0.2677527355184245
00:01.450,0.07729549560873042,-0.18847839612994904,0.3978083467136621,288.63527825542536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.000271521609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.450,0.07729549560873042,-0.18847839612994904,0.33673875622918986,0.02715216090770739
00:01.500,0.07550538588513658,-0.049919825653459954,0.3847244813107698,288.3033278180167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0043645227354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.500,0.07550538588513658,-0.049919825653459954,0.28416717474159436,0.4364522735499461
00:01.550,-0.0042713417528315615,0.026196077165750564,0.7753801617778604,288.5611420907266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0020017452164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.550,-0.0042713417528315615,0.026196077165750564,0.7839959240390685,0.20017452163334654
00:01.600,-0.08566653457174288,0.07573923044194804,0.3278551774781738,287.18140794988466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0043910317722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.600,-0.08566653457174288,0.07573923044194804,0.41946451780342076,0.43910317722166387
00:01.650,-0.1130019009284251,-0.12791564761259316,0.30598514660794235,287.729222734829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0014087719792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.650,-0.1130019009284251,-0.12791564761259316,0.21882882771079173,0.140877197912492
00:01.700,-0.0362192355585462,-0.08962921962533146,0.5437707785374039,287.9084911415549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0055343323145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.700,-0.0362192355585462,-0.08962921962533146,0.6026623224425697,0.5534332314397055
00:01.750,0.07018732095103851,0.07503054834736272,0.2742393917088427,288.5750314953686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0019587709808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.750,0.07018732095103851,0.07503054834736272,0.20133453209997942,0.19587709808447912
00:01.800,0.22383970509020945,-0.12012702824252566,0.41172433609553033,287.342152387175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0045511059514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.800,0.22383970509020945,-0.12012702824252566,0.4941862452339609,0.4551105951241277
00:01.850,-0.002451130346800265,-0.09672378725992424,0.08177189206932764,287.7136958026131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0042247536057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.850,-0.002451130346800265,-0.09672378725992424,0.06694328806603544,0.4224753605699559
00:01.900,0.028775604248072968,0.14368027687992135,0.14919978227785263,287.15531654342243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0018314927768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.900,0.028775604248072968,0.14368027687992135,0.1992510331644396,0.18314927767792788
00:01.950,0.11259443694702634,-0.04342319051135621,0.5356528419516011,286.9296789692166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0088131691336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01.950,0.11259443694702634,-0.04342319051135621,0.5098126316509375,0.8813169133645902
00:02.000,-0.006381946039805207,-0.11515943590858424,0.6001179253911819,287.9227738835376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0027478862523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.000,-0.006381946039805207,-0.11515943590858424,0.6232215741466589,0.27478862522904196
00:02.050,0.03687482131121471,0.014276981729021702,0.5320559223222951,287.94928052169973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0044839683321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.050,0.03687482131121471,0.014276981729021702,0.5144204990764657,0.44839683320927604
00:02.100,0.0821983533413152,0.06030464677088937,0.40455824225956694,288.6024323573729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.000374150245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.100,0.0821983533413152,0.06030464677088937,0.46116192408666745,0.037415024507074325
00:02.150,0.11020267422023777,0.04625915488046708,0.3824334621368426,288.1973893299669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.00167990507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.150,0.11020267422023777,0.04625915488046708,0.4277376418515159,0.16799050698877696
00:02.200,0.005413754085686254,-0.010670663097552434,0.10623488319822083,287.92606238694776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0084238263782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.200,0.005413754085686254,-0.010670663097552434,0.19543922729085889,0.842382637835445
00:02.250,-0.04805913309817861,-0.07991152325242971,0.4267453329956689,287.76456569024646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0072454415438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.250,-0.04805913309817861,-0.07991152325242971,0.34987532861862713,0.7245441543673355
00:02.300,0.02041023116693917,0.1632998676056382,0.3363804039171537,287.7046832432978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0030334647324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.300,0.02041023116693917,0.1632998676056382,0.4039295964652814,0.3033464732353641
00:02.350,-0.16973068941788017,0.10332090222091975,0.7295512824362766,288.10537620882417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0042449593186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.350,-0.16973068941788017,0.10332090222091975,0.7092054275453231,0.4244959318715197
00:02.400,0.02937060510167577,-0.0645191216834795,0.5474719949518081,287.86370892177314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0042419277465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.400,0.02937060510167577,-0.0645191216834795,0.5677370221278281,0.4241927746514396
00:02.450,0.08668876501883924,-0.00142294665995325,0.059038877658392996,287.800876352611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0002930399678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.450,0.08668876501883924,-0.00142294665995325,0.147145249110319,0.029303996771218588
00:02.500,0.16982389277865037,-0.08246215309395383,0.5008196967619313,288.142301389209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0008243201003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.500,0.16982389277865037,-0.08246215309395383,0.564816793878959,0.0824320100315637
00:02.550,0.09246462340169596,0.018399206471297332,0.3983269409849977,288.52191863800806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0049326410374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.550,0.09246462340169596,0.018399206471297332,0.4227368240996025,0.4932641037333081
00:02.600,-0.2566043061174605,0.014175487655319369,0.36420382381503036,288.3228232879908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0058851047818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.600,-0.2566043061174605,0.014175487655319369,0.363628964152944,0.5885104781846375
00:02.650,0.13917781393842896,0.03342487665040541,0.6064899080781548,287.8143676880801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.007550527649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.650,0.13917781393842896,0.03342487665040541,0.6201162400697136,0.7550527649118253
00:02.700,0.14669493128533356,0.14376535595280046,0.7559608572699759,288.8091035832749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.00148374414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.700,0.14669493128533356,0.14376535595280046,0.7022572551564291,0.14837441400149415
00:02.750,-0.09206353328376521,0.07224796832469206,0.6770259479694266,287.68682843893856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0049367647084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.750,-0.09206353328376521,0.07224796832469206,0.6801001941208086,0.4936764708396987
00:02.800,-0.04006204698239868,-0.07858310491753065,0.3376674368185831,287.73998595006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0006022677658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.800,-0.04006204698239868,-0.07858310491753065,0.3233001207198166,0.06022677657776321
00:02.850,0.14390684655252126,-0.10915261710235787,0.40025245354003136,288.4710486324204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.005469766416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.850,0.14390684655252126,-0.10915261710235787,0.4261159057991308,0.5469766415971338
00:02.900,0.005556084249619466,0.027673558225738366,0.5271627175261889,288.53536849976757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0066414526498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.900,0.005556084249619466,0.027673558225738366,0.5505442668450283,0.6641452649665088
00:02.950,-0.05875371727259994,0.0707236456105274,0.6581563954673956,287.4180948348538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0063502804733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02.950,-0.05875371727259994,0.0707236456105274,0.6752558682629434,0.6350280473338248
00:03.000,-0.07514578620195739,0.21958561341288046,0.4062793158279344,287.9295739569269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0054655648598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.000,-0.07514578620195739,0.21958561341288046,0.3796934105785188,0.5465564859837782
00:03.050,0.2634591683023007,-0.1341991606315189,0.42523832990350807,287.9076916750703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0056316380208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.050,0.2634591683023007,-0.1341991606315189,0.43330858914434933,0.5631638020745049
00:03.100,0.0787477277289847,0.08724782928069091,0.32252135092484685,287.7855906050941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.002664829507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.100,0.0787477277289847,0.08724782928069091,0.24362124814292002,0.2664829506982024
00:03.150,-0.027860197657114946,-0.0500299739404394,0.15491537250200393,287.96493914050177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.004952471481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.150,-0.027860197657114946,-0.0500299739404394,0.2196359880258564,0.49524714809963055
00:03.200,0.142862344148415,0.17573759966997352,0.6589347371040597,288.2101990709648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0076071763358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.200,0.142862344148415,0.17573759966997352,0.6149186907118493,0.7607176335715028
00:03.250,-0.009023225373510625,-0.03692857765183379,0.6798572472309758,286.947620027661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0059730840658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.250,-0.009023225373510625,-0.03692857765183379,0.7167512678083485,0.5973084065820249
00:03.300,0.12114098490900937,0.1177848981445288,0.4756399351536654,288.0655290467966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.004008606331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.300,0.12114098490900937,0.1177848981445288,0.423751315705865,0.4008606330886823
00:03.350,0.058123242434043355,0.2513556099865903,0.6126649002265023,287.83177935818765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0013339870202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.350,0.058123242434043355,0.2513556099865903,0.6310775930803767,0.13339870200803866
00:03.400,-0.033864178971906765,0.04891662343346764,0.46853461314104317,287.2881836632734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0020362510675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.400,-0.033864178971906765,0.04891662343346764,0.4944911677605343,0.20362510674255865
00:03.450,0.04983012122039112,-0.07506477052375304,0.3005483959169753,287.4963345151001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0075058929015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.450,0.04983012122039112,-0.07506477052375304,0.284516336216256,0.7505892901554497
00:03.500,0.05387232731018622,-0.05989596743042526,0.43578589891059377,287.62356513021894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.008861605006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.500,0.05387232731018622,-0.05989596743042526,0.4767876182891565,0.8861605005978289
00:03.550,0.0800823339484926,-0.09519056083010713,0.6557847496733199,288.01971328555214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0021747744336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.550,0.0800823339484926,-0.09519056083010713,0.702684819481039,0.2174774433490578
00:03.600,0.1628415205095299,-0.06598699376299684,0.42973303331885354,287.88778874040656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0064831861114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:03.600,0.1628415205095299,-0.06598699376299684,0.3780914135659043,0.6483186111369281
